GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
psi-probe-core,psiprobe.controllers.deploy,DeployConfigController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.deploy,DeployContextController,81,7,4,0,17,3,4,2,2,2
psi-probe-core,psiprobe.controllers.deploy,UploadWarController,418,11,58,0,85,4,31,3,2,3
psi-probe-core,psiprobe.controllers.deploy,DeployController,76,7,4,0,16,3,4,2,2,2
psi-probe-core,psiprobe.controllers.deploy,CopySingleFileController,409,11,54,0,91,4,29,3,2,3
psi-probe-core,psiprobe.controllers.deploy,UndeploySummaryContextController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.tools.logging,FileLogAccessor,6,17,0,0,3,7,3,5,3,5
psi-probe-core,psiprobe.tools.logging,AbstractLogDestination,63,3,10,0,14,1,16,1,11,1
psi-probe-core,psiprobe.tools.logging,DefaultAccessor,64,21,6,0,16,8,7,6,4,6
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackLoggerAccessor,279,3,20,0,67,1,20,1,10,1
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackAppenderAccessor,103,10,8,0,18,4,13,3,9,3
psi-probe-core,psiprobe.tools.logging.slf4jlogback,TomcatSlf4jLogbackFactoryAccessor,187,0,6,0,39,0,7,0,4,0
psi-probe-core,psiprobe.controllers.wrapper,WrapperInfoController,77,11,4,0,22,4,4,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,RestartJvmController,36,11,0,0,11,4,2,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,ThreadDumpController,36,11,0,0,11,4,2,3,2,3
psi-probe-core,psiprobe.controllers.wrapper,StopJvmController,38,21,0,0,11,8,2,5,2,5
psi-probe-core,psiprobe.tools.url,UrlParser,65,67,5,5,13,26,5,10,0,10
