GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
psi-probe-tomcat7,psiprobe,Tomcat70ContainerAdapter,163,333,18,40,41,68,16,30,0,15
psi-probe-tomcat7,psiprobe,Tomcat70AgentValve,0,31,1,1,0,9,1,2,0,2
psi-probe-tomcat7,psiprobe.beans.accessors,Tomcat7DbcpDatasourceAccessor,0,62,1,5,0,15,1,6,0,4
